Year,est,lwr,upr,log_est,se,spp
2014,1419245.66395062,534743.451209134,3766774.98357031,14.1656360658588,0.498016133531854,canary rockfish-cpue
2015,623700.20470914,309799.706036113,1255656.27653913,13.3434250907315,0.357018719817965,canary rockfish-cpue
2016,758734.528773671,353685.801475506,1627653.93112132,13.5394072307343,0.389416849091359,canary rockfish-cpue
2017,1102239.66933633,564667.938406818,2151587.16481502,13.9128547308345,0.341262195831498,canary rockfish-cpue
2018,842373.067202903,379100.914377868,1871777.03201619,13.6439782677843,0.407364911095558,canary rockfish-cpue
2019,1456325.76333128,335046.916641325,6330112.66064835,14.1914272212647,0.749708352897516,canary rockfish-cpue
2021,491713.326010556,242886.5798959,995452.260392442,13.1056511549456,0.359854209846346,canary rockfish-cpue
2022,2511909.64784956,384265.868265664,16420115.8625868,14.7365538377106,0.957907336690382,canary rockfish-cpue
2023,559888.661626471,254453.755549248,1231953.96641418,13.2354932244202,0.402363940998069,canary rockfish-cpue
2003,392361166.631578,234547636.405847,656358287.977428,19.7876933170263,0.262517094977736,darkblotched rockfish-cpue
2004,338648617.914307,196232678.647562,584422977.893724,19.6404736024543,0.278404071552032,darkblotched rockfish-cpue
2005,330539277.71508,219202413.607935,498426145.561616,19.6162360535081,0.209559937215823,darkblotched rockfish-cpue
2006,306529280.124286,178180580.711658,527331312.976046,19.5408238393627,0.276798834703734,darkblotched rockfish-cpue
2007,270831467.21299,164219735.899383,446655715.471874,19.4170072931858,0.255255379742021,darkblotched rockfish-cpue
2008,214415118.451033,132156046.67667,347875441.014432,19.1834244998382,0.246907876637877,darkblotched rockfish-cpue
2009,272353626.280742,170489472.848006,435079635.763785,19.4226118764868,0.238998150081829,darkblotched rockfish-cpue
2010,338653350.291897,204876648.535458,559781178.010031,19.6404875766573,0.2564174337298,darkblotched rockfish-cpue
2011,218354505.001098,134442773.280716,354639291.430873,19.2016304697009,0.247443975771076,darkblotched rockfish-cpue
2012,353090257.919723,222850569.558353,559445418.896144,19.6822342703728,0.23481158881332,darkblotched rockfish-cpue
2013,238543116.863425,142623691.910711,398971712.487582,19.2900606354478,0.262423414373479,darkblotched rockfish-cpue
2014,353583817.244531,127427903.610022,981115691.896081,19.6836311219693,0.52070845651896,darkblotched rockfish-cpue
2015,552698536.450582,309090998.496365,988303359.465861,20.1303232688003,0.296524317978036,darkblotched rockfish-cpue
2016,1057761058.35806,411672928.111307,2717833455.09726,20.7794203021144,0.481478527834452,darkblotched rockfish-cpue
2017,305932401.384921,194727429.565449,480644326.410558,19.5388747250055,0.230495757560299,darkblotched rockfish-cpue
2018,6115908228.67689,1004375207.39784,37241394636.2793,22.5341591197792,0.921714701432452,darkblotched rockfish-cpue
2019,242648019.149994,136767970.120754,430495979.032458,19.3071224703781,0.292518676723709,darkblotched rockfish-cpue
2021,374909739.87449,180555067.46389,778473376.721309,19.7421958612953,0.372787201676784,darkblotched rockfish-cpue
2022,594943739.798525,321225479.954265,1101899057.24742,20.2039774040788,0.31445656382989,darkblotched rockfish-cpue
2023,965620418.549893,438534173.007338,2126226073.38942,20.6882813734953,0.402728356939108,darkblotched rockfish-cpue
2003,3036538239.7698,2372162695.12755,3886986546.29527,21.8339839665932,0.12597989705919,Dover sole-cpue
2004,3323477467.9524,2634549985.41333,4192557568.13983,21.9242775018088,0.11852221918919,Dover sole-cpue
2005,2678302882.40057,2206423897.50812,3251100723.65358,21.7084491780443,0.0988846140199794,Dover sole-cpue
2006,3058300254.15909,2459425367.46946,3803002346.93163,21.8411251260817,0.111191613037828,Dover sole-cpue
2007,3178321801.07178,2605796577.17038,3876637785.03294,21.8796191589251,0.101335997652104,Dover sole-cpue
2008,2480851807.779,2061867870.18322,2984975798.47997,21.6318678090293,0.0943842175040291,Dover sole-cpue
2009,2368614640.78379,1919187522.11595,2923286678.28654,21.5855710814298,0.107350601963998,Dover sole-cpue
2010,2177279097.66362,1794758046.87747,2641327769.70717,21.5013418138587,0.0985761771171978,Dover sole-cpue
2011,2144386426.76504,1773668035.91537,2592589511.78029,21.4861193002786,0.0968404143626778,Dover sole-cpue
2012,2122051028.32694,1753479503.01447,2568094214.43591,21.4756489241285,0.0973390262994394,Dover sole-cpue
2013,2316757325.24085,1897652287.27807,2828423594.79666,21.5634343402868,0.101813615478217,Dover sole-cpue
2014,2510125930.93213,2048920540.45784,3075147163.94516,21.6435987605177,0.103583451704732,Dover sole-cpue
2015,2801977629.57801,2225106245.12612,3528406184.58228,21.7535913010956,0.117614813777626,Dover sole-cpue
2016,2437604477.26858,2006600517.51716,2961185116.68282,21.6142816223869,0.099274160932754,Dover sole-cpue
2017,2419643625.42943,2045040689.76047,2862864931.43911,21.6068861040516,0.0858192201192303,Dover sole-cpue
2018,2559736989.43587,2135618565.0204,3068082270.12376,21.6631703516583,0.0924242411686066,Dover sole-cpue
2019,2412368553.07844,1928513371.27469,3017620786.33409,21.6038749039224,0.114216198149216,Dover sole-cpue
2021,2445673521.84283,2038989459.71486,2933472238.88032,21.617586390995,0.0927905988296656,Dover sole-cpue
2022,3167666659.33364,2584945571.83225,3881749841.85125,21.8762610841925,0.103721699222514,Dover sole-cpue
2023,2841098305.50589,2373773034.76499,3400426015.18032,21.7674565416506,0.0916904693497874,Dover sole-cpue
2003,31725666.6225677,25229216.1200361,39894934.4227533,17.2726365838757,0.116901807843823,lingcod-cpue
2004,34642984.9312298,27286582.2474852,43982657.6322517,17.3606058080162,0.121788034541525,lingcod-cpue
2005,32483250.8503259,24501768.2307739,43064711.7329244,17.2962351560056,0.143869638745704,lingcod-cpue
2006,38211313.9627475,29582691.9525783,49356715.6464411,17.4586422067603,0.130585149440869,lingcod-cpue
2007,24852753.4614369,19357156.5019581,31908578.8531225,17.0284791076458,0.127505584536438,lingcod-cpue
2008,26832732.0287659,21097410.8582579,34127197.5487807,17.1051330446037,0.122692132979457,lingcod-cpue
2009,23762461.8125245,18909853.119393,29860337.2446401,16.9836176587296,0.116544991274291,lingcod-cpue
2010,23140600.0413958,18328706.4468101,29215775.3647171,16.9570992103096,0.11894104437653,lingcod-cpue
2011,27255384.725537,21907205.9387913,33909207.7105851,17.1207616641592,0.111448724015181,lingcod-cpue
2012,34876525.7924417,27582385.7580106,44099595.373021,17.3673245474697,0.119714759832899,lingcod-cpue
2013,32937235.1148987,25760202.9778353,42113855.1566369,17.3101143421811,0.125396693702538,lingcod-cpue
2014,51137430.1452078,35584009.9508457,73489097.0823219,17.7500272751999,0.185013776693896,lingcod-cpue
2015,31019357.9839884,25085306.6348231,38357138.0547969,17.2501220186574,0.108333204423403,lingcod-cpue
2016,32573334.4881964,26074332.8233271,40692205.889567,17.29900455114,0.113544218773748,lingcod-cpue
2017,35300380.4626074,28472737.8526048,43765263.0124867,17.379404299823,0.109668688127245,lingcod-cpue
2018,67223694.9372649,37986201.5840659,118964912.851778,18.0235363465766,0.291231275441683,lingcod-cpue
2019,25123999.5779427,19410330.4008543,32519557.4602215,17.0393341057574,0.131644321321614,lingcod-cpue
2021,30774539.265267,24295431.6771988,38981495.7631846,17.242198258851,0.120614137250278,lingcod-cpue
2022,26046762.2090012,20440699.6934055,33190342.3927864,17.0754040270377,0.123658125690049,lingcod-cpue
2023,27674087.9658259,22006767.0849805,34800892.9154777,17.1360070808516,0.116913639159793,lingcod-cpue
2003,404645011.648111,355224582.340379,460941031.6508,19.8185207262583,0.0664603806798591,longnose skate-cpue
2004,472664194.585383,415093997.002166,538218915.369865,19.9738957463013,0.0662666232529814,longnose skate-cpue
2005,422568053.108383,373299737.504841,478338829.545772,19.8618610642366,0.0632505620025201,longnose skate-cpue
2006,439237744.883025,387811664.417188,497483222.480852,19.9005513845467,0.0635322928243512,longnose skate-cpue
2007,441761321.844074,389526895.055104,501000233.757459,19.9062802983638,0.0642036426483026,longnose skate-cpue
2008,424429809.532131,376094759.958993,478976796.271034,19.8662572014743,0.0616876185778454,longnose skate-cpue
2009,399164373.869439,353429863.297189,450817018.913322,19.8048838546051,0.0620869763238213,longnose skate-cpue
2010,418549923.767885,371840445.920174,471126905.661333,19.8523067329365,0.0603742326169684,longnose skate-cpue
2011,433709772.712554,383935417.834916,489937000.360971,19.8878861418986,0.0621956470496606,longnose skate-cpue
2012,445651936.116835,394854685.879784,502984149.022231,19.91504879301,0.0617462477034038,longnose skate-cpue
2013,465986436.729921,410173512.28372103,529393909.43911,19.9596670859366,0.0650911231596038,longnose skate-cpue
2014,451981471.087746,399800770.194582,510972627.959715,19.9291517437876,0.0625903528211764,longnose skate-cpue
2015,413838948.461355,367300645.215602,466273820.899691,19.8409874427259,0.0608665139940421,longnose skate-cpue
2016,427405065.972641,379584478.461237,481250158.48806,19.8732427537801,0.0605393874825668,longnose skate-cpue
2017,430826370.409566,381801889.431391,486145738.347988,19.881215714023,0.0616354672768115,longnose skate-cpue
2018,452629224.651696,401283197.203833,510545212.050653,19.930583859675,0.0614327085467764,longnose skate-cpue
2019,424145573.256352,371737480.775619,483942235.089142,19.8655872874227,0.0672914513667228,longnose skate-cpue
2021,435452807.030107,385770022.477407,491534168.291951,19.8918969833565,0.0618098246350266,longnose skate-cpue
2022,478859252.29141,424092313.066357,540698749.871491,19.9869172756444,0.0619682645229759,longnose skate-cpue
2023,452902899.517505,402387720.353031,509759682.058393,19.9311883106201,0.0603386854503746,longnose skate-cpue
2003,27335828.4943684,22936647.9210855,32578758.7638989,17.1237087987734,0.0895232080400188,longspine thornyhead-cpue
2004,27374590.8743076,22921284.2167692,32693116.9496816,17.1251258007585,0.0905880534120795,longspine thornyhead-cpue
2005,26642289.8913721,22355518.8888682,31751068.4580602,17.0980103568257,0.089505000865904,longspine thornyhead-cpue
2006,25857510.0378443,21836323.6079062,30619203.0015132,17.0681116404326,0.0862394819832251,longspine thornyhead-cpue
2007,27918586.0696574,23548108.0466581,33100215.3797017,17.1448031923718,0.0868623894300095,longspine thornyhead-cpue
2008,31533230.2224546,26547343.0798946,37455522.5835533,17.2665524754476,0.0878139845838685,longspine thornyhead-cpue
2009,32347064.7268635,27269254.0749393,38370415.0310986,17.2920338399217,0.0871258044238934,longspine thornyhead-cpue
2010,32103151.3861465,27095082.7390457,38036876.9805107,17.2844647573047,0.086533190405604,longspine thornyhead-cpue
2011,32309729.1004042,27191600.4717506,38391215.5382702,17.2908789533769,0.0879915535933992,longspine thornyhead-cpue
2012,32981793.5614297,27873955.2692813,39025631.4907551,17.3114662569229,0.0858500208865585,longspine thornyhead-cpue
2013,30718465.1002667,25907186.4328147,36423256.5571491,17.2403745008115,0.0869115685411347,longspine thornyhead-cpue
2014,30213674.6930644,25610936.9151146,35643605.7565541,17.2238051842662,0.0843256019535609,longspine thornyhead-cpue
2015,31683868.0001487,26732389.2140579,37552479.2569957,17.2713182134217,0.0867014635980325,longspine thornyhead-cpue
2016,30516177.4097393,25868128.037617,35999399.8154212,17.2337675078383,0.0843103842482088,longspine thornyhead-cpue
2017,36074565.2927442,30429669.23696,42766625.26058,17.4010986124544,0.0868230036976029,longspine thornyhead-cpue
2018,36351976.6830849,30545136.8786509,43262736.5206266,17.4087591396423,0.0887991288341048,longspine thornyhead-cpue
2019,31263950.1973111,26256487.9434397,37226402.2532446,17.257976240851,0.0890590674189845,longspine thornyhead-cpue
2021,38756904.6808542,32798086.6115808,45798332.0255773,17.4728194832029,0.0851743949784961,longspine thornyhead-cpue
2022,38599795.6424688,32567520.5061132,45749390.819012,17.4687575401845,0.0867013349845375,longspine thornyhead-cpue
2023,37383076.2931044,31712504.9673563,44067612.9045811,17.4367286544413,0.0839336927678492,longspine thornyhead-cpue
2003,26724532.71987,21011513.2598296,33990919.181477,17.1010925299656,0.122712170193575,petrale sole-cpue
2004,32994864.9040536,25731802.309175,42308000.6971982,17.3118624983544,0.126851448044943,petrale sole-cpue
2005,38259689.5426642,30212816.3953786,48449764.6543456,17.4599074075332,0.120477025661264,petrale sole-cpue
2006,30117271.9345351,23699462.1001044,38273023.4529137,17.2206093835714,0.122270855899389,petrale sole-cpue
2007,30487470.1177806,22549026.4259755,41220663.6607529,17.2328263413592,0.153892568828743,petrale sole-cpue
2008,23994911.8660283,18751798.9662762,30704029.8636904,16.9933523602537,0.125794204154838,petrale sole-cpue
2009,28226951.648805,22733185.3127488,35048357.2109514,17.1557878117142,0.110436462336338,petrale sole-cpue
2010,32097277.7461356,25770240.2322612,39977711.8655977,17.2842817790877,0.112017810565264,petrale sole-cpue
2011,36677090.5941415,29156719.7434237,46137185.056775,17.4176628836173,0.117077108713397,petrale sole-cpue
2012,38163584.1474348,31004219.7354189,46976158.9682739,17.4573923243328,0.106001157311208,petrale sole-cpue
2013,52573381.2702659,42035857.2315236,65752445.6552771,17.777720490116,0.114128084116246,petrale sole-cpue
2014,57628160.9099539,48280704.139322,68785345.8035789,17.8695219108779,0.0902972573443195,petrale sole-cpue
2015,59576968.6590258,47001769.7357444,75516628.725987,17.902779625456,0.120963351576166,petrale sole-cpue
2016,52341090.0980361,42500309.346926,64460465.2236229,17.773292282095,0.106262345185153,petrale sole-cpue
2017,66634966.8366493,54811980.8917297,81008179.8373993,18.0147400253092,0.0996552331657106,petrale sole-cpue
2018,46095856.3233937,37685246.1839713,56383550.2046077,17.6462336194019,0.102784741492492,petrale sole-cpue
2019,50199288.1337998,39806083.4331881,63306115.8445758,17.7315114039598,0.11835987657695,petrale sole-cpue
2021,86219218.1724924,71410400.733636,104099031.87638,18.2724036594214,0.0961495086993107,petrale sole-cpue
2022,49910762.4531138,41000954.0809044,60756737.6050729,17.7257472178892,0.100329049297068,petrale sole-cpue
2023,52208369.5556291,43209092.0723188,63081951.5275888,17.7707533763151,0.096528243427254,petrale sole-cpue
2003,587287288.51994,485785508.645277,709997217.123566,20.1910246763286,0.096811438177343,sablefish-cpue
2004,501912559.464992,428274919.86301,588211463.396641,20.0339364781515,0.0809507704926798,sablefish-cpue
2005,357198845.312151,310794418.364509,410531874.297343,19.6938031743526,0.0710017929329155,sablefish-cpue
2006,314428391.665673,274525659.66313,360131047.883754,19.5662669187223,0.0692418980257054,sablefish-cpue
2007,292427773.287631,255158788.362553,335140338.056695,19.493728265213,0.0695582457134836,sablefish-cpue
2008,241454535.422498,209176326.012705,278713627.815382,19.3021917542138,0.0732174856117336,sablefish-cpue
2009,327670455.442154,269735282.110026,398049252.32537,19.6075189522722,0.099270881718312,sablefish-cpue
2010,303795766.62092,258894263.166517,356484793.011548,19.5318662132722,0.0816014623478284,sablefish-cpue
2011,292551313.116487,254921012.986355,335736429.898629,19.4941506387083,0.07024942174944,sablefish-cpue
2012,252611852.019643,220428819.817368,289493668.902573,19.3473646868894,0.0695315321342737,sablefish-cpue
2013,263742842.308985,226451240.188956,307175561.552143,19.3904851042213,0.0777794392220337,sablefish-cpue
2014,388639198.754228,322625750.700653,468159861.63631,19.7781619615503,0.0949805303394555,sablefish-cpue
2015,300284408.059188,260804508.378984,345740670.987277,19.5202406103908,0.0719191459159724,sablefish-cpue
2016,301823293.322524,261743445.258011,348040426.770787,19.5253522826402,0.0726936404734427,sablefish-cpue
2017,455806538.093513,389717505.728297,533103073.675213,19.9375790188887,0.0799230648046622,sablefish-cpue
2018,677738753.968549,551547232.715874,832802326.591426,20.3342724530199,0.105121531601636,sablefish-cpue
2019,392212137.55197,331402363.594872,464180035.333536,19.787313418601,0.0859554690022093,sablefish-cpue
2021,2340233313.22021,1189223486.23296,4605267238.41781,21.57351646785,0.345389035048224,sablefish-cpue
2022,1788740322.90426,1416244814.3318,2259208231.80084,21.3047774788436,0.119136255530357,sablefish-cpue
2023,1131670704.35671,962677817.968661,1330329378.31845,20.8469608771972,0.0825176000521841,sablefish-cpue
2003,35625976.8927939,15297796.2146924,82966867.3679219,17.3885856177292,0.431317252084536,shortbelly rockfish-cpue
2004,77222019.7994724,43371234.3979362,137492981.804407,18.1621952048876,0.29433613679055,shortbelly rockfish-cpue
2005,77332459.7104645,38477014.4608008,155425502.957439,18.1636243440512,0.356155906732537,shortbelly rockfish-cpue
2006,192710159.832547,8587552.34380906,4324539078.87487,19.0766978555679,1.58720954530949,shortbelly rockfish-cpue
2007,25385039.7724751,2198490.16505425,293110360.234083,17.0496705731331,1.24818068001093,shortbelly rockfish-cpue
2008,13357167.946776,3965125.92315119,44995780.4660566,16.4075637235701,0.619662178451766,shortbelly rockfish-cpue
2009,27314718.3586029,7753335.92706208,96228751.8596539,17.1229362488894,0.642513080804145,shortbelly rockfish-cpue
2010,93900492.3265688,9821776.05509261,897729943.109445,18.3577461872592,1.15187507529856,shortbelly rockfish-cpue
2011,29540471.3121806,10886687.9065352,80156559.3537337,17.2012717899904,0.509305522973519,shortbelly rockfish-cpue
2012,280064998.446427,20369303.853519,3850715955.67792,19.4505322715025,1.33726572510644,shortbelly rockfish-cpue
2013,22937747.386972,6836688.05725255,76958353.340459,16.948294468984,0.617603439835194,shortbelly rockfish-cpue
2014,22347772.9591342,9379958.91678361,53243618.7262386,16.9222372301725,0.442942470331763,shortbelly rockfish-cpue
2015,30667713.2121967,11335723.9973656,82968554.4464668,17.2387209722476,0.507790585687578,shortbelly rockfish-cpue
2016,19721730.0125954,9804961.39749208,39668349.4122877,16.7972316321243,0.356553771933801,shortbelly rockfish-cpue
2017,22540569.0129648,6786619.05353234,74864560.3091255,16.9308273108431,0.612441797423482,shortbelly rockfish-cpue
2018,14197401.7153552,5773747.10331888,34910814.7378511,16.4685695280371,0.459058276634524,shortbelly rockfish-cpue
2019,7170819.36883971,2950438.5961487,17428137.7987827,15.7855304834301,0.453103269503824,shortbelly rockfish-cpue
2021,13774128.2043676,5655127.5877728,33549483.1629567,16.4383026227513,0.45420701633045,shortbelly rockfish-cpue
2022,6022275.29534527,3014461.59629429,12031269.4570435,15.610975701915,0.353090112983479,shortbelly rockfish-cpue
2023,8463725.87459969,3551785.13594114,20168634.3454407,15.9513000453393,0.443038322097562,shortbelly rockfish-cpue
2003,264750433.542982,200406048.116929,349753875.792712,19.3942981800006,0.142064892647575,shortspine thornyhead-cpue
2004,243933133.728185,186258986.159348,319465787.70458,19.3124047036035,0.137633162566147,shortspine thornyhead-cpue
2005,271220938.199707,200976494.695728,366016918.691404,19.4184443168014,0.152934340525117,shortspine thornyhead-cpue
2006,262320712.980773,199615119.173781,344724170.912297,19.385078408478,0.139378449959367,shortspine thornyhead-cpue
2007,271813929.911132,199024110.672734,371225437.179433,19.4206283089609,0.159029337738047,shortspine thornyhead-cpue
2008,240434468.135824,182027132.461054,317583058.55928,19.2979581286165,0.141988229082485,shortspine thornyhead-cpue
2009,241350469.619209,185280761.787896,314388005.658654,19.3017606658705,0.1348891122826,shortspine thornyhead-cpue
2010,250760117.447205,187268298.893264,335778329.133942,19.3400073327349,0.148959080398585,shortspine thornyhead-cpue
2011,249028614.442112,195144283.657508,317791787.945986,19.3330783652647,0.124404636039555,shortspine thornyhead-cpue
2012,278376790.695878,209889251.263979,369212035.068307,19.444486116196,0.144082005478819,shortspine thornyhead-cpue
2013,284134162.064986,214549636.221923,376286921.171309,19.4649570862162,0.143321721506856,shortspine thornyhead-cpue
2014,285599470.977757,211332552.98089,385965421.191646,19.4701009361092,0.153654560633552,shortspine thornyhead-cpue
2015,270460183.281595,212022864.292909,345003879.579984,19.4156354486754,0.124201655406167,shortspine thornyhead-cpue
2016,306333894.638411,227055301.098733,413293389.540953,19.5401862239845,0.152799777646882,shortspine thornyhead-cpue
2017,269203684.133429,214241123.641683,338266633.030815,19.4109788411294,0.116515486129993,shortspine thornyhead-cpue
2018,277847241.788555,217379990.928062,355134294.743141,19.4425820306607,0.125218903117808,shortspine thornyhead-cpue
2019,284474023.625208,224769492.187757,360037607.105131,19.4661525020025,0.120189221840269,shortspine thornyhead-cpue
2021,298173282.191676,234589321.265924,378991276.044374,19.5131853593381,0.122368771560543,shortspine thornyhead-cpue
2022,366458796.131833,266758263.343587,503422265.459207,19.7193966476825,0.162014825100362,shortspine thornyhead-cpue
2023,335106536.523742,268996826.811251,417463626.437994,19.6299590587057,0.112118854827558,shortspine thornyhead-cpue
2003,1099230.91717138,419535.257170085,2880112.19227655,13.9101213270301,0.491447030441689,yellowtail rockfish-cpue
2004,768063.686645423,306004.531137546,1927820.56053344,13.5516279340113,0.469535538819245,yellowtail rockfish-cpue
2005,911382.700771679,401825.839820022,2067110.5363406,13.7227181766922,0.41783631929077,yellowtail rockfish-cpue
2006,612271.486812306,214432.243070786,1748227.63682792,13.3249310690329,0.535306767358981,yellowtail rockfish-cpue
2007,3304263.19108753,637800.63095434,17118445.3355575,15.0107240687699,0.839272077916051,yellowtail rockfish-cpue
2008,486078.864927787,201761.43307416,1171049.68640187,13.0941261632317,0.448622993140822,yellowtail rockfish-cpue
2009,838483.130702155,284225.566259062,2473577.48187676,13.6393497416198,0.551962332403188,yellowtail rockfish-cpue
2010,781330.781091099,345487.736236437,1767002.77737975,13.568753874484,0.416355328495138,yellowtail rockfish-cpue
2011,1016096.86130808,414810.839113174,2488972.64538078,13.8314792385095,0.457100926160873,yellowtail rockfish-cpue
2012,1502289.20337796,615745.547218123,3665268.64998425,14.2225006382963,0.455065277143775,yellowtail rockfish-cpue
2013,2052139.42852611,591539.40411986,7119181.24943401,14.5343934305893,0.634659546267921,yellowtail rockfish-cpue
2014,3304067.70392653,851288.579199624,12823927.9356881,15.0106649049162,0.691930290326187,yellowtail rockfish-cpue
2015,1036753.69922679,430014.260243683,2499587.41426695,13.8516049462014,0.4490038095933,yellowtail rockfish-cpue
2016,3334451.18968897,1333409.43752886,8338447.6091782,15.0198186629773,0.467645815572795,yellowtail rockfish-cpue
2017,3186398.79416293,1440386.23820334,7048899.11202388,14.9744019324171,0.405099319231363,yellowtail rockfish-cpue
2018,1242993.10154519,523277.590998478,2952604.65394824,14.0330328206345,0.44141905590668,yellowtail rockfish-cpue
2019,9220117.10852644,1518194.93588669,55994495.4929599,16.0368982970276,0.920356530171278,yellowtail rockfish-cpue
2021,969727.594285873,409038.874941558,2298978.56836669,13.7847704804061,0.440418807666891,yellowtail rockfish-cpue
2022,1794552.86639357,506917.014341796,6352953.04590026,14.4002664493719,0.644993413127157,yellowtail rockfish-cpue
2023,1156747.89551187,439024.583914436,3047814.95797036,13.9611230874565,0.494301122267486,yellowtail rockfish-cpue
