"","year","port","hake_sable_kg","salm_sable_kg"
"79",2003,"Shelton",98044.2545865398,0
"80",2003,"Siletz Bay",89991.3681726364,18282.5265338978
"81",2003,"Tacoma",87921.8308180772,0
"82",2003,"Terminal Island",13651.4132559296,564.263252862196
"83",2003,"Tillamook",99570.1308383366,29553.372841054
"84",2003,"Tomales Bay",70894.4625294732,31459.5110124087
"85",2003,"Trinidad",24206.2421921154,8255.03032224873
"86",2003,"Ventura",66798.676565415,4750.87949096464
"87",2003,"Waldport",79641.672183473,25204.8976858183
"88",2003,"Westport",104696.179713979,26056.9721136101
"89",2003,"Willapa Bay",110327.347143611,30319.7698461562
"90",2003,"Willmington",13804.0217449783,562.387903141707
"91",2003,"Winchester Bay",61338.8688544531,20129.782004932
"92",2003,"Yachats",77412.0524307257,26564.0808572365
"93",2004,"Alameda",93936.2612531292,26811.434210598
"94",2004,"Albion",100375.307529322,12106.3497832948
"95",2004,"Anacortes",19965.6134828788,0
"96",2004,"Astoria",257837.584293975,44945.4299508242
"97",2004,"Avila",58916.4642697535,28345.7148557985
"98",2004,"Bandon",334426.652311655,40859.0487185073
"99",2004,"Bellingham",14177.6132589918,0
"100",2004,"Berkeley",94512.8101333785,27369.1031778712
"101",2004,"Blaine",12882.5002132087,0
"102",2004,"Bodega Bay",97726.9268901922,35482.5310066366
"103",2004,"Bolinas",96252.0639620063,50630.7483815031
"104",2004,"Brookings",184862.812468393,37678.7921019431
"105",2004,"Cannon Beach",313073.248007419,57078.7958987694
"106",2004,"Coos Bay",338504.095963385,58034.5694684238
"107",2004,"Copalis Beach",105902.706973729,17503.901534173
"108",2004,"Crescent City",132302.473934714,47071.4170859644
"109",2004,"Dana Point",8612.81055101025,387.581224352234
"110",2004,"Depoe Bay",345978.705469683,136250.483196504
"111",2004,"Eureka",95766.1208535999,31764.5019491558
"112",2004,"Everett",28211.217596858,0
"113",2004,"Fields Landing",95689.4729288778,28043.2719395812
"114",2004,"Florence",345548.880697002,183463.115802056
"115",2004,"Fort Bragg",102338.073181235,11625.4421140141
"116",2004,"Friday Harbor",23990.4847578217,0
"117",2004,"Gearhart - Seaside",298983.115193367,53293.1006810346
"118",2004,"Gold Beach",282556.3825605,30913.7806570564
"119",2004,"Grays Harbor",115515.88805543,15675.6593573925
"120",2004,"Chinook",232063.430662111,43971.2839964152
"121",2004,"La Conner",21850.0254727043,0
"122",2004,"La Push",57079.6351745191,11549.5343738663
"123",2004,"Long Beach",15247.9516804531,773.308410238151
"124",2004,"Monterey",108803.044128953,12075.7823490189
"125",2004,"Morro Bay",61636.6281614627,25615.266311391
"126",2004,"Moss Landing",106883.000558294,12574.5145959212
"127",2004,"Neah Bay",34277.0554781805,6739.31823409925
"128",2004,"Nehalem Bay",326627.578523251,62294.5356659747
"129",2004,"Netarts Bay",338400.015324982,68833.0645135908
"130",2004,"Newport",347461.707590284,173886.875147156
"131",2004,"Newport Beach",11197.3234210558,509.154975384633
"132",2004,"OTHER OR UNKNOWN CALIFORNIA PORTS",100887.761790954,8349.77862171386
"133",2004,"Oakland",93986.5481141779,30655.9925748838
"134",2004,"Oceanside",3793.2917121046,228.12707122241
"135",2004,"Olympia",98588.5832682176,0
"136",2004,"Other Columbia River Ports",247093.601929676,46349.6147969414
"137",2004,"Other Del Norte County Ports",130319.701417196,47252.0422850616
"138",2004,"Other Humboldt County Ports",95655.5487850246,29949.9654840924
"139",2004,"Other La and Orange Cnty Ports",14117.8732843717,771.381818182151
"140",2004,"Other Mendocino County Ports",100719.026687652,12106.1820179773
"141",2004,"Other North Puget Sound Ports",17665.8807709498,0
"142",2004,"Other Or Unknown Washington Ports",42052.1561254014,401.726872215647
"143",2004,"Other S. F. Bay and San Mateo County Ports",94507.3921832652,46519.0279624028
"144",2004,"Other San Diego County Ports",1917.81209088844,196.92849356327
"145",2004,"Other San Luis Obispo County Ports",63287.6177450422,24563.5038247191
"146",2004,"Other Santa Barbara and Ventura County Ports",47651.4868207529,8418.74569730994
"147",2004,"Other Santa Cruz and Monterey County Ports",106219.965180665,13001.4492249484
"148",2004,"Other Sonoma and Marin County Outer Coast Ports",97791.9385408055,36794.1603680378
"149",2004,"Other South Puget Sound Ports",82667.072060912,0
"150",2004,"Other Washingtion Coastal Ports",88769.7032011242,13946.0587973272
"151",2004,"Oxnard",44224.8442953952,6529.21327709518
"152",2004,"PSEUDO PORT CODE FOR COLUMBIA RIVER",247712.11799564,45132.7384106268
"153",2004,"Pacific City",341809.907603877,74717.9039542431
"154",2004,"Point Arena",99036.6200001981,12582.8858296315
"155",2004,"Point Reyes",97996.7015893235,48600.6740674379
"156",2004,"Port Angeles",40905.5401962067,0
"157",2004,"Port Hueneme",43922.0426404204,6443.02672580623
"158",2004,"Port Orford",320695.344434355,31098.2363284537
"159",2004,"Port Townsend",33868.9014093052,0
"160",2004,"Princeton/Half Moon Bay",94639.5464718812,46392.0343389938
"161",2004,"Richmond",95309.3869725608,29098.8514121485
"162",2004,"Salmon River",344412.966730021,88966.7003074899
"163",2004,"San Diego",1141.24323832619,98.5696764918979
"164",2004,"San Francisco",94551.0690527634,39669.9294917159
"165",2004,"San Pedro",15801.3190518533,795.975911004747
"166",2004,"Santa Barbara",49300.6469416601,9849.00060461419
"167",2004,"Santa Cruz",101538.913386622,20705.3034110257
"168",2004,"Sausalito",95483.1258742034,42846.8967139953
"169",2004,"Seattle",49828.6774218821,0
"170",2004,"Sequim",36445.2094437002,0
"171",2004,"Shelton",91942.5298354183,0
"172",2004,"Siletz Bay",346181.100345966,107262.228819777
"173",2004,"Tacoma",72662.4123951162,0
"174",2004,"Terminal Island",15697.2662851936,795.975911004747
"175",2004,"Tillamook",333830.444198867,66244.9890359452
"176",2004,"Tomales Bay",98370.9260314816,40840.4075290233
"177",2004,"Trinidad",101407.966891038,44685.1435325253
"178",2004,"Ventura",45301.2983392704,6703.88934146587
"179",2004,"Waldport",347459.049571945,200020.945893818
"180",2004,"Westport",121734.735114009,20889.1859533195
"181",2004,"Willapa Bay",178924.080259546,34245.4943500455
"182",2004,"Willmington",15801.3190518533,793.85332537016
"183",2004,"Winchester Bay",337871.018679574,121128.190760418
"184",2004,"Yachats",347407.137323372,207732.607062534
"185",2005,"Alameda",25072.9569857569,6480.72611034252
"186",2005,"Albion",24301.349151842,3318.9112236922
"187",2005,"Anacortes",7438.21741631229,0
"188",2005,"Astoria",43129.903973746,13909.9051695594
"189",2005,"Avila",13492.6434598868,7361.25756082868
"190",2005,"Bandon",46223.8866103754,8554.62165367712
"191",2005,"Bellingham",5286.31674768822,0
"192",2005,"Berkeley",25314.4594679276,6929.17626569857
"193",2005,"Blaine",4792.79192654775,0
"194",2005,"Bodega Bay",26277.9484503459,11136.0444945259
"195",2005,"Bolinas",25810.1558278904,13589.6005651793
"196",2005,"Brookings",33303.8320072816,8478.0821169426
"197",2005,"Cannon Beach",50740.3632774779,16524.7107269877
"198",2005,"Coos Bay",47685.6201059282,11566.163871159
"199",2005,"Copalis Beach",30447.9054024131,6289.23766205136
"200",2005,"Crescent City",25951.7872019892,9165.45934678181
"201",2005,"Dana Point",1639.30030304662,144.450600887929
"202",2005,"Depoe Bay",55132.4945887986,13349.1650482993
"203",2005,"Eureka",19089.0356272561,4486.8585128627
"204",2005,"Everett",10144.3348022176,0
"205",2005,"Fields Landing",19148.3569771344,3988.728861182
"206",2005,"Florence",53230.4521493725,23187.5121303547
"207",2005,"Fort Bragg",24152.438995839,3063.54337205724
"208",2005,"Friday Harbor",8835.51821129573,0
"209",2005,"Gearhart - Seaside",48438.5037342696,15862.3364325945
"210",2005,"Gold Beach",41678.4465449903,7279.84483561626
"211",2005,"Grays Harbor",31628.8011471291,5373.70521447023
"212",2005,"Chinook",40635.4632156885,13718.5540322403
"213",2005,"La Conner",8097.73488851898,0
"214",2005,"La Push",19032.9155646032,4332.35819280001
"215",2005,"Long Beach",2726.51949554499,229.395865686198
"216",2005,"Monterey",27907.4138521829,3113.53733001651
"217",2005,"Morro Bay",14217.5652022705,6370.30424087933
"218",2005,"Moss Landing",27494.6274707362,3277.819690481
"219",2005,"Neah Bay",11918.4066733918,2413.16811914042
"220",2005,"Nehalem Bay",53212.7541034193,16885.6877809953
"221",2005,"Netarts Bay",55371.8772942623,15138.6878445555
"222",2005,"Newport",55016.5720775919,16393.6797296303
"223",2005,"Newport Beach",2075.96635047535,170.175697691215
"224",2005,"OTHER OR UNKNOWN CALIFORNIA PORTS",25019.4320434325,1891.27945928933
"225",2005,"Oakland",25123.7892637327,7515.32183284712
"226",2005,"Oceanside",842.321520394014,92.8492694654687
"227",2005,"Olympia",29393.5578839228,0
"228",2005,"Other Columbia River Ports",42114.6379840932,14370.4839966025
"229",2005,"Other Del Norte County Ports",25575.2191054369,9137.82548573096
"230",2005,"Other Humboldt County Ports",19097.1593908002,4239.72381112069
"231",2005,"Other La and Orange Cnty Ports",2518.79476596064,232.221172151151
"232",2005,"Other Mendocino County Ports",24134.6748158144,3251.23907990097
"233",2005,"Other North Puget Sound Ports",6600.99143406319,0
"234",2005,"Other Or Unknown Washington Ports",14299.7490706528,150.839085587698
"235",2005,"Other S. F. Bay and San Mateo County Ports",25242.4509799174,11489.082567427
"236",2005,"Other San Diego County Ports",498.505319787909,81.2968845403865
"237",2005,"Other San Luis Obispo County Ports",14630.0703715759,5949.17452715972
"238",2005,"Other Santa Barbara and Ventura County Ports",10855.036955184,1511.14317035835
"239",2005,"Other Santa Cruz and Monterey County Ports",27358.6077584817,3416.99868122144
"240",2005,"Other Sonoma and Marin County Outer Coast Ports",26282.7801747783,11505.2562972374
"241",2005,"Other South Puget Sound Ports",26324.8228926161,0
"242",2005,"Other Washingtion Coastal Ports",27603.6316105683,5325.9783081114
"243",2005,"Oxnard",10262.54959952,1198.64159031723
"244",2005,"PSEUDO PORT CODE FOR COLUMBIA RIVER",42113.7997027381,14008.3124233011
"245",2005,"Pacific City",55433.228673635,13036.3888251655
"246",2005,"Point Arena",25195.6198994828,3915.63159505614
"247",2005,"Point Reyes",26259.554590905,13967.0466040702
"248",2005,"Port Angeles",13967.2364496669,0
"249",2005,"Port Hueneme",10202.9785186055,1190.97649647936
"250",2005,"Port Orford",44398.1967089382,6523.20852161086
"251",2005,"Port Townsend",11811.912179131,0
"252",2005,"Princeton/Half Moon Bay",25098.8746751164,11127.1536115918
"253",2005,"Richmond",25544.2020426402,7643.62500141799
"254",2005,"Salmon River",55428.6593358237,12127.9098376303
"255",2005,"San Diego",348.954762418097,41.9356427833183
"256",2005,"San Francisco",25317.1851666199,9955.12229500647
"257",2005,"San Pedro",2839.52525481619,234.76040768964
"258",2005,"Santa Barbara",11134.6175938081,1737.49791602342
"259",2005,"Santa Cruz",26135.0616286467,5144.29864939684
"260",2005,"Sausalito",25584.0706585946,11122.3218725817
"261",2005,"Seattle",16950.3083466955,0
"262",2005,"Sequim",12579.3549890212,0
"263",2005,"Shelton",28252.2391057727,0
"264",2005,"Siletz Bay",55468.9965582027,11989.5161780673
"265",2005,"Tacoma",23786.9774049651,0
"266",2005,"Terminal Island",2817.52088881521,234.76040768964
"267",2005,"Tillamook",54651.0122315641,16470.6353565706
"268",2005,"Tomales Bay",26362.5849485073,12476.0597463237
"269",2005,"Trinidad",19919.8613581149,6660.93047242266
"270",2005,"Ventura",10461.45507725,1220.01633704526
"271",2005,"Waldport",54582.4356458348,20177.8249999999
"272",2005,"Westport",32258.3362625646,7053.46333316587
"273",2005,"Willapa Bay",36687.1758966299,10833.6365537721
"274",2005,"Willmington",2839.52525481619,233.485233385996
"275",2005,"Winchester Bay",49800.6050896183,18835.02973332
"276",2005,"Yachats",54416.1687429253,22242.571075841
"277",2006,"Alameda",17911.4185482907,5088.86572289614
"278",2006,"Albion",16087.6706537971,1761.76282584718
"279",2006,"Anacortes",9643.36945077726,0
"280",2006,"Astoria",39650.3930463147,13158.4368208469
"281",2006,"Avila",14870.5490720261,8042.16386794909
"282",2006,"Bandon",30745.72999718,4762.46286471094
"283",2006,"Bellingham",6839.98079140678,0
"284",2006,"Berkeley",17935.7581676679,5310.59834610407
"285",2006,"Blaine",6199.23748361801,0
"286",2006,"Bodega Bay",18214.7011879958,7073.98877657906
"287",2006,"Bolinas",18120.8088322193,9704.70835710364
"288",2006,"Brookings",20099.2286399663,4297.01018592384
"289",2006,"Cannon Beach",44326.8319494355,13518.7190570101
"290",2006,"Coos Bay",31730.1563780999,6900.36311498116
"291",2006,"Copalis Beach",30139.0297151004,8261.00856884334
"292",2006,"Crescent City",14795.6476413158,5308.13431142442
"293",2006,"Dana Point",2238.84783501095,171.106205634014
"294",2006,"Depoe Bay",43292.2314063804,10678.0589281653
"295",2006,"Eureka",10642.0763792413,3093.54135604693
"296",2006,"Everett",13253.420507215,0
"297",2006,"Fields Landing",10685.1939523579,2711.18511311122
"298",2006,"Florence",36519.720981923,15789.9173911489
"299",2006,"Fort Bragg",15619.2208199923,1594.50821180505
"300",2006,"Friday Harbor",11489.8986308074,0
"301",2006,"Gearhart - Seaside",43081.5234912316,13483.9512059048
"302",2006,"Gold Beach",26473.0428798933,3432.90579586191
"303",2006,"Grays Harbor",31209.0494485322,7103.96415972206
"304",2006,"Chinook",37949.2460211232,13931.0515971042
"305",2006,"La Conner",10516.0772006243,0
"306",2006,"La Push",22025.7424949603,5572.98673717321
"307",2006,"Long Beach",3758.03817731719,285.865540606466
"308",2006,"Monterey",23178.4863372824,2571.14931613411
"309",2006,"Morro Bay",15418.6455470375,6944.64371219379
"310",2006,"Moss Landing",22331.9700496441,2689.01228048623
"311",2006,"Neah Bay",15492.4338853178,3070.75826989814
"312",2006,"Nehalem Bay",45119.9344164271,13129.5939467069
"313",2006,"Netarts Bay",45354.1108537354,11339.788124376
"314",2006,"Newport",42012.4751091107,13086.2721058417
"315",2006,"Newport Beach",2863.76776756304,206.537690929548
"316",2006,"OTHER OR UNKNOWN CALIFORNIA PORTS",22147.4398661337,1679.14205270987
"317",2006,"Oakland",17897.0121304511,5849.19507145446
"318",2006,"Oceanside",1111.06932414977,107.855234208985
"319",2006,"Olympia",29227.6892787725,0
"320",2006,"Other Columbia River Ports",38999.4547962983,14146.0017187461
"321",2006,"Other Del Norte County Ports",14555.2549858693,5321.63561731891
"322",2006,"Other Humboldt County Ports",10651.0449785768,2903.06538899685
"323",2006,"Other La and Orange Cnty Ports",3486.31420056163,288.401429286417
"324",2006,"Other Mendocino County Ports",15863.4766343232,1709.72592280853
"325",2006,"Other North Puget Sound Ports",8549.67763832339,0
"326",2006,"Other Or Unknown Washington Ports",17979.9236207681,197.489377490178
"327",2006,"Other S. F. Bay and San Mateo County Ports",17977.3747669465,8780.18858843723
"328",2006,"Other San Diego County Ports",635.605312511634,94.1583620953661
"329",2006,"Other San Luis Obispo County Ports",15730.454032963,6495.47125360196
"330",2006,"Other Santa Barbara and Ventura County Ports",12678.3028894501,2109.62209806482
"331",2006,"Other Santa Cruz and Monterey County Ports",22049.45053071,2791.08506434073
"332",2006,"Other Sonoma and Marin County Outer Coast Ports",18235.6538741383,7365.47674916973
"333",2006,"Other South Puget Sound Ports",27011.1512168094,0
"334",2006,"Other Washingtion Coastal Ports",27902.1714368046,6936.66743509619
"335",2006,"Oxnard",12042.3783675919,1655.56989530091
"336",2006,"PSEUDO PORT CODE FOR COLUMBIA RIVER",38963.3886142944,13656.7261098067
"337",2006,"Pacific City",44923.4015658768,9826.03825357469
"338",2006,"Point Arena",16946.1196239899,2186.82827011192
"339",2006,"Point Reyes",18321.8068068866,9565.83924367989
"340",2006,"Port Angeles",17672.583964611,0
"341",2006,"Port Hueneme",11976.0860666267,1642.11330314694
"342",2006,"Port Orford",28859.7129845799,3392.03705571187
"343",2006,"Port Townsend",15388.8223140989,0
"344",2006,"Princeton/Half Moon Bay",18093.2847139227,8723.74700900618
"345",2006,"Richmond",18025.5806747317,5713.58545863025
"346",2006,"Salmon River",44421.1085683472,9360.8153716614
"347",2006,"San Diego",430.927044431766,48.2760909449045
"348",2006,"San Francisco",17945.3220604215,7568.69964667154
"349",2006,"San Pedro",3900.32346164545,292.895118045957
"350",2006,"Santa Barbara",12961.095347908,2436.24622891343
"351",2006,"Santa Cruz",20309.8360639908,4175.69838538603
"352",2006,"Sausalito",18053.1568675123,8225.05508138811
"353",2006,"Seattle",20348.3338760956,0
"354",2006,"Sequim",16251.4646305448,0
"355",2006,"Shelton",28371.1157574442,0
"356",2006,"Siletz Bay",43993.8081460123,9466.86883670989
"357",2006,"Tacoma",25159.3236690756,0
"358",2006,"Terminal Island",3872.94689191816,292.895118045957
"359",2006,"Tillamook",45367.7590122314,12508.2680313023
"360",2006,"Tomales Bay",18355.6852320953,8218.5680646515
"361",2006,"Trinidad",11176.3828638174,4507.21796719359
"362",2006,"Ventura",12261.7183950731,1689.07933451572
"363",2006,"Waldport",40268.7038574726,15426.0719379289
"364",2006,"Westport",31796.016432802,9264.35056169226
"365",2006,"Willapa Bay",35347.8772226401,12294.0423740286
"366",2006,"Willmington",3900.32346164545,291.491079870247
"367",2006,"Winchester Bay",33183.1815441251,12478.0893072086
"368",2006,"Yachats",39382.1042119894,16394.8973740951
"369",2007,"Alameda",28694.6503734948,8187.0274770383
"370",2007,"Albion",21215.5531534603,2234.95806481942
"371",2007,"Anacortes",1905.99118654321,0
"372",2007,"Astoria",11913.0864701501,3940.10646036585
"373",2007,"Avila",25855.4333577234,14509.5089742581
"374",2007,"Bandon",13478.9186239454,2196.59305108209
"375",2007,"Bellingham",1334.43278695952,0
"376",2007,"Berkeley",28651.5746940908,8138.72406718394
"377",2007,"Blaine",1208.77972498627,0
"378",2007,"Bodega Bay",28569.8540226198,9583.27605087729
"379",2007,"Bolinas",28814.1535879545,14277.9731536178
"380",2007,"Brookings",10474.5263041399,2663.14183584248
"381",2007,"Cannon Beach",13949.2656223129,4529.57930490225
"382",2007,"Coos Bay",13618.6453555607,2910.05308139021
"383",2007,"Copalis Beach",8360.26299175515,1720.57117903071
"384",2007,"Crescent City",8725.01336381219,3407.39523311654
"385",2007,"Dana Point",2947.97106951768,179.998871040611
"386",2007,"Depoe Bay",15028.4056802114,3788.20492126334
"387",2007,"Eureka",8064.64974563346,2262.50961595461
"388",2007,"Everett",2732.00785515775,0
"389",2007,"Fields Landing",8203.70203225734,2023.11891058863
"390",2007,"Florence",14352.8769796773,5997.61065415725
"391",2007,"Fort Bragg",18765.2663686098,1915.38472368878
"392",2007,"Friday Harbor",2308.67489114485,0
"393",2007,"Gearhart - Seaside",13362.985970926,4379.78182842566
"394",2007,"Gold Beach",12618.7505799099,2034.91722258938
"395",2007,"Grays Harbor",8734.96327886115,1531.97999788377
"396",2007,"Chinook",11199.5996535843,3921.33947383568
"397",2007,"La Conner",2096.10656949502,0
"398",2007,"La Push",5241.51576529673,1090.27477857537
"399",2007,"Long Beach",5385.63715380116,316.796113532185
"400",2007,"Monterey",39165.8405972352,5194.03944338444
"401",2007,"Morro Bay",27033.7302932791,12536.6415077542
"402",2007,"Moss Landing",37386.6330683566,5450.84549948013
"403",2007,"Neah Bay",3264.5292180179,613.773369606614
"404",2007,"Nehalem Bay",14511.6086277896,4612.13807022286
"405",2007,"Netarts Bay",14965.078572576,4210.87561794979
"406",2007,"Newport",14980.573298615,4648.69825713238
"407",2007,"Newport Beach",3908.14492808816,222.405035635992
"408",2007,"OTHER OR UNKNOWN CALIFORNIA PORTS",38396.2918309291,3153.49373420529
"409",2007,"Oakland",28647.7126528159,9250.38069989342
"410",2007,"Oceanside",1364.21226572059,111.517993900204
"411",2007,"Olympia",8045.40968923766,0
"412",2007,"Other Columbia River Ports",11612.937663362,4084.5338758473
"413",2007,"Other Del Norte County Ports",8644.81762881417,3422.18196853945
"414",2007,"Other Humboldt County Ports",8119.74587739116,2144.88751024871
"415",2007,"Other La and Orange Cnty Ports",4940.82155299301,318.446566342059
"416",2007,"Other Mendocino County Ports",20263.7059370303,2117.52009179306
"417",2007,"Other North Puget Sound Ports",1675.55330346493,0
"418",2007,"Other Or Unknown Washington Ports",3957.37769285791,40.8507452794815
"419",2007,"Other S. F. Bay and San Mateo County Ports",28756.7097081866,13951.829387417
"420",2007,"Other San Diego County Ports",736.803400046357,97.0892911815338
"421",2007,"Other San Luis Obispo County Ports",27695.7745520575,11650.9465770012
"422",2007,"Other Santa Barbara and Ventura County Ports",21397.6571215497,2906.04457987419
"423",2007,"Other Santa Cruz and Monterey County Ports",36789.5942679202,5649.85018091143
"424",2007,"Other Sonoma and Marin County Outer Coast Ports",28643.0610288833,9983.46866120737
"425",2007,"Other South Puget Sound Ports",7182.55756584598,0
"426",2007,"Other Washingtion Coastal Ports",7523.92619374637,1366.97928708009
"427",2007,"Oxnard",20254.7279523042,2203.36913863056
"428",2007,"PSEUDO PORT CODE FOR COLUMBIA RIVER",11620.35540376,3985.26088833214
"429",2007,"Pacific City",15043.833032057,3688.77476302596
"430",2007,"Point Arena",24427.2829148891,3019.52644555441
"431",2007,"Point Reyes",28998.0935477972,13546.9560161104
"432",2007,"Port Angeles",3869.98915801532,0
"433",2007,"Port Hueneme",20135.7135305629,2177.97688239687
"434",2007,"Port Orford",13288.8507703986,1842.61417999854
"435",2007,"Port Townsend",3241.74895307691,0
"436",2007,"Princeton/Half Moon Bay",29060.0567199442,14695.1236831628
"437",2007,"Richmond",28735.5630858408,8438.58737672502
"438",2007,"Salmon River",15092.551060002,3450.3237453069
"439",2007,"San Diego",474.978666749368,49.5080862724763
"440",2007,"San Francisco",28668.0653266901,11700.4237632221
"441",2007,"San Pedro",5616.94274119941,325.105290015954
"442",2007,"Santa Barbara",21852.9374963439,3441.14595554655
"443",2007,"Santa Cruz",33469.0799061022,8352.68751755748
"444",2007,"Sausalito",28771.1581674044,12307.902856275
"445",2007,"Seattle",4717.94144102913,0
"446",2007,"Sequim",3469.2212907296,0
"447",2007,"Shelton",7709.18093385638,0
"448",2007,"Siletz Bay",15118.3607253918,3409.00182063806
"449",2007,"Tacoma",6522.1031224472,0
"450",2007,"Terminal Island",5572.446136353,325.105290015954
"451",2007,"Tillamook",14802.2663613171,4531.34415982354
"452",2007,"Tomales Bay",28993.1986665192,11245.5133411024
"453",2007,"Trinidad",8036.9659692643,3146.6018473861
"454",2007,"Ventura",20651.4178019679,2259.71234644171
"455",2007,"Waldport",14782.1037542658,5578.90127810706
"456",2007,"Westport",8931.80235599852,2023.27535567729
"457",2007,"Willapa Bay",10137.6728964074,3159.75458623311
"458",2007,"Willmington",5616.94274119941,323.76205863809
"459",2007,"Winchester Bay",13572.76914804,4915.23247019466
"460",2007,"Yachats",14691.0527815793,6004.21951406806
"461",2008,"Alameda",437279.245740409,103442.332822727
"462",2008,"Albion",388222.336523373,38031.0963289049
"463",2008,"Anacortes",45653.9713233495,0
"464",2008,"Astoria",269340.606093229,70498.9220655856
"465",2008,"Avila",119027.611163847,54816.1095378403
"466",2008,"Bandon",261120.01756665,38134.0918816698
"467",2008,"Bellingham",34648.7515373473,0
"468",2008,"Berkeley",440807.182330645,117581.589745124
"469",2008,"Blaine",31958.2105864706,0
