year,month,time,index,error,SElo,SEup,metric,timeseries,lat,lon,depth,order
2000,8,2000-08,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2000,9,2000-09,0.67257022857666,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2000,10,2000-10,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2000,11,2000-11,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2000,12,2000-12,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2001,1,2001-01,1.62362694740295,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2001,2,2001-02,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2001,3,2001-03,1.90094971656799,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2001,4,2001-04,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2001,5,2001-05,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2001,6,2001-06,0.876663088798523,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2001,7,2001-07,0.731657862663269,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2001,8,2001-08,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2001,9,2001-09,0.625951588153839,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2001,10,2001-10,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2001,11,2001-11,1.89961552619934,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2001,12,2001-12,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2002,1,2002-01,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2002,2,2002-02,1.81506252288818,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2002,3,2002-03,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2002,4,2002-04,0.688893020153046,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2002,5,2002-05,0.944405138492584,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2002,6,2002-06,0.60431432723999,0.0269788696757774,0.577335457564213,0.631293196915768,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2002,7,2002-07,0.47619754076004,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2002,8,2002-08,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2002,9,2002-09,0.829010188579559,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2002,10,2002-10,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2002,11,2002-11,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2002,12,2002-12,1.68083477020264,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2003,1,2003-01,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2003,2,2003-02,1.5627076625824,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2003,3,2003-03,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2003,4,2003-04,1.77807235717773,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2003,5,2003-05,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2003,6,2003-06,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2003,7,2003-07,0.855986535549164,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2003,8,2003-08,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2003,9,2003-09,0.633823752403259,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2003,10,2003-10,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2003,11,2003-11,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2003,12,2003-12,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2004,1,2004-01,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2004,2,2004-02,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2004,3,2004-03,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2004,4,2004-04,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2004,5,2004-05,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2004,6,2004-06,0.75714910030365,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2004,7,2004-07,0.583217322826385,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2004,8,2004-08,0.864276885986328,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2004,9,2004-09,0.727088510990143,0.142038725330286,0.585049785659857,0.869127236320428,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2004,10,2004-10,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2004,11,2004-11,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2004,12,2004-12,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2005,1,2005-01,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2005,2,2005-02,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2005,3,2005-03,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2005,4,2005-04,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2005,5,2005-05,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2005,6,2005-06,1.51659595966339,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2005,7,2005-07,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2005,8,2005-08,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2005,9,2005-09,0.577008128166199,0.0697835486038517,0.507224579562347,0.64679167677005,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2005,10,2005-10,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2005,11,2005-11,1.76486802101135,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2005,12,2005-12,1.67451393604279,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2006,1,2006-01,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2006,2,2006-02,1.27928221225739,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2006,3,2006-03,1.69343340396881,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2006,4,2006-04,1.67774327596029,0.345478468137496,1.33226480782279,2.02322174409778,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2006,5,2006-05,0.637866179148356,0.0185261908263446,0.619339988322011,0.656392369974701,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2006,6,2006-06,0.806833371520044,0.272566336836345,0.534267034683698,1.07939970835639,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2006,7,2006-07,0.68316251039505,0.0893123751550716,0.593850135239979,0.772474885550122,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2006,8,2006-08,0.61214879155159,0.0697851921723736,0.542363599379217,0.681933983723964,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2006,9,2006-09,0.584868766367436,0.114480696516005,0.47038806985143,0.699349462883441,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2006,10,2006-10,0.699685215950012,0.0234420771417591,0.676243138808253,0.723127293091771,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2006,11,2006-11,1.81771469116211,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2006,12,2006-12,1.75568616390228,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2007,1,2007-01,1.20415759086608,0.157886477794054,1.04627111307203,1.36204406866014,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2007,2,2007-02,1.72630667686462,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2007,3,2007-03,1.44363529980183,0.479092425841876,0.964542873959951,1.9227277256437,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2007,4,2007-04,1.10030627250671,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2007,5,2007-05,0.851593395074209,0.33567218947259,0.515921205601619,1.1872655845468,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2007,6,2007-06,0.646687313914299,0.0544838569321597,0.592203456982139,0.701171170846458,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2007,7,2007-07,0.622188369433085,0.049194256758275,0.57299411267481,0.67138262619136,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2007,8,2007-08,0.609207212924957,0.0895871098596344,0.519620103065323,0.698794322784592,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2007,9,2007-09,0.653674691915513,0.0897183757467767,0.563956316168736,0.743393067662289,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2007,10,2007-10,1.42027944326401,0.253788006951621,1.16649143631239,1.67406745021563,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2007,11,2007-11,1.22190666198731,0.634010658877136,0.58789600311017,1.85591732086444,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2007,12,2007-12,1.5600665807724,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2008,1,2008-01,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2008,2,2008-02,1.49177527427674,0.254350498791846,1.23742477548489,1.74612577306858,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2008,3,2008-03,1.55924026171367,0.156975235906276,1.40226502580739,1.71621549761994,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2008,4,2008-04,0.765644252300263,0.0706164546241243,0.695027797676138,0.836260706924387,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2008,5,2008-05,0.818736582994461,0.225719960859579,0.593016622134882,1.04445654385404,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2008,6,2008-06,0.653943022092184,0.0311024427385714,0.622840579353612,0.685045464830755,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2008,7,2008-07,0.74380250275135,0.111747744130494,0.632054758620857,0.855550246881844,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2008,8,2008-08,0.868049661318463,0.16368085726372,0.704368804054743,1.03173051858218,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2008,9,2008-09,0.835950036843618,0.155224024977889,0.680726011865729,0.991174061821507,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2008,10,2008-10,1.1363802999258,0.317073309692828,0.819306990232976,1.45345360961863,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2008,11,2008-11,1.81360167264938,0.0777441610568886,1.7358575115925,1.89134583370627,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2008,12,2008-12,1.63449442386627,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2009,1,2009-01,1.5967692732811,0.0911001601752076,1.50566911310589,1.68786943345631,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2009,2,2009-02,1.46695953607559,0.0104904348880556,1.45646910118753,1.47744997096365,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2009,3,2009-03,1.69787889719009,0.023650535454493,1.6742283617356,1.72152943264459,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2009,4,2009-04,0.742561429738998,0.0557746526552555,0.686786777083743,0.798336082394254,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2009,5,2009-05,1.07630870739619,0.483697361767971,0.592611345628218,1.56000606916416,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2009,6,2009-06,0.66212131579717,0.0327591380998282,0.629362177697342,0.694880453896998,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2009,7,2009-07,0.624188050627708,0.032557561596727,0.591630489030981,0.656745612224435,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2009,8,2009-08,0.710091441869736,0.0764727170778641,0.633618724791872,0.7865641589476,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2009,9,2009-09,0.859919806321463,0.205911204981421,0.654008601340042,1.06583101130288,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2009,10,2009-10,1.2309339940548,0.666286757613627,0.564647236441169,1.89722075166842,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2009,11,2009-11,1.78145408630371,0.135501106438156,1.64595297986555,1.91695519274187,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2009,12,2009-12,1.56670033931732,0.0885700848590964,1.47813025445823,1.65527042417642,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2010,1,2010-01,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2010,2,2010-02,1.76684057712554,0.0278184373037365,1.73902213982181,1.79465901442928,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2010,3,2010-03,1.48475188016892,0.0971431753146959,1.38760870485422,1.58189505548361,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2010,4,2010-04,1.59650349617004,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2010,5,2010-05,0.959552745024362,0.365755461534622,0.59379728348974,1.32530820655898,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2010,6,2010-06,1.38349380344152,0.531712791584001,0.851781011857522,1.91520659502553,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2010,7,2010-07,0.751318673292796,0.0620733833539594,0.689245289938836,0.813392056646755,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2010,8,2010-08,0.782160898049673,0.0634617063162872,0.718699191733385,0.84562260436596,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2010,9,2010-09,0.827046513557434,0.231282802958221,0.595763710599212,1.05832931651566,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2010,10,2010-10,0.74191164970398,0.09222851560354,0.649683134100439,0.83414016530752,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2010,11,2010-11,1.86507660150528,0.0293002362036805,1.8357763653016,1.89437683770896,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2010,12,2010-12,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2011,1,2011-01,1.68194687366486,0.10029348365349,1.58165339001137,1.78224035731835,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2011,2,2011-02,1.33712694048881,0.518619710471704,0.818507230017111,1.85574665096052,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2011,3,2011-03,nan,nan,nan,nan,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2011,4,2011-04,1.68849170207978,0.156989592857743,1.53150210922203,1.84548129493752,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2011,5,2011-05,0.739007115364075,0.0684936864520243,0.67051342891205,0.807500801816099,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
2011,6,2011-06,0.732165455818176,0.160579591831115,0.571585863987061,0.892745047649292,Saturation state,Monthly Aragonite Saturation at 40 m: NH05 (44.65N -124.18W),44.652277294313,-124.175066833705,40,1
