year,month,time,index,SE,SElo,SEup,metric,timeseries,lat,lon,depth,order
1983,2,1983-02,0,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1983,3,1983-03,0,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1983,4,1983-04,0.0508901581688983,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1983,5,1983-05,0,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1983,6,1983-06,0.0791014773707552,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1983,7,1983-07,0,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1983,8,1983-08,0.0143632242306064,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1983,9,1983-09,0.0503750289095422,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1983,10,1983-10,0.22084304323621,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1983,11,1983-11,0.0144668311524214,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1983,12,1983-12,0.21002198141362,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1984,1,1984-01,0.422884192404571,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1984,2,1984-02,0.460021657938367,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1984,3,1984-03,0.372457508223046,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1984,4,1984-04,0.899601194812582,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1984,5,1984-05,0.977670615074475,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1984,6,1984-06,0.992346991294011,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1984,7,1984-07,0.553310353436852,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1984,8,1984-08,0.110512148036908,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1984,9,1984-09,0.101790501574291,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1984,10,1984-10,0.0647036717726755,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1984,11,1984-11,0.373442068664549,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1984,12,1984-12,0.549674964952896,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1985,1,1985-01,0.527211442799888,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1985,2,1985-02,0.961248172788218,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1985,3,1985-03,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1985,4,1985-04,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1985,5,1985-05,0.96226491732379,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1985,6,1985-06,0.600415031451279,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1985,7,1985-07,0.31867625272312,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1985,8,1985-08,0.237981474284361,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1985,9,1985-09,0.160242636416119,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1985,10,1985-10,0.536400632094354,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1985,11,1985-11,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1985,12,1985-12,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1986,1,1986-01,0.602522170418009,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1986,2,1986-02,0.512637037496438,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1986,3,1986-03,0.0792395284794386,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1986,4,1986-04,0.785004422296231,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1986,5,1986-05,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1986,6,1986-06,0.434221519883871,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1986,7,1986-07,0.315512160061381,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1986,8,1986-08,0.770221109561441,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1986,9,1986-09,0.523925924133232,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1986,10,1986-10,0.503091110886504,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1986,11,1986-11,0.720340751371704,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1986,12,1986-12,0.196547492738235,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1987,1,1987-01,0.385915320987034,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1987,2,1987-02,0.298154472067387,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1987,3,1987-03,0.26867694031973,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1987,4,1987-04,0.423153599869716,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1987,5,1987-05,0.319466403690883,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1987,6,1987-06,0.95398619485526,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1987,7,1987-07,0.585419437658427,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1987,8,1987-08,0.827129297868342,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1987,9,1987-09,0.567432232103893,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1987,10,1987-10,0.188021443801137,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1987,11,1987-11,0.0822445703916699,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1987,12,1987-12,0.189638096903295,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1988,1,1988-01,0.53506610276067,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1988,2,1988-02,0.891850830217019,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1988,3,1988-03,0.489872630010293,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1988,4,1988-04,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1988,5,1988-05,0.926743357173177,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1988,6,1988-06,0.924858741236192,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1988,7,1988-07,0.396052712782021,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1988,8,1988-08,0.74027015230502,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1988,9,1988-09,0.74036586456772,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1988,10,1988-10,0.296205702181111,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1988,11,1988-11,0.371312936767803,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1988,12,1988-12,0.534699283517557,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1989,1,1989-01,0.945974166724362,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1989,2,1989-02,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1989,3,1989-03,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1989,4,1989-04,0.824297786880548,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1989,5,1989-05,0.176804066365064,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1989,6,1989-06,0.576466897608803,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1989,7,1989-07,0.0215448363459097,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1989,8,1989-08,0.216290180707164,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1989,9,1989-09,0.51416574512914,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1989,10,1989-10,0.469149280238772,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1989,11,1989-11,0.719461823382918,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1989,12,1989-12,0.364095348615546,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1990,1,1990-01,0.372191897781549,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1990,2,1990-02,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1990,3,1990-03,0.731304132990804,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1990,4,1990-04,0.401629310976711,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1990,5,1990-05,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1990,6,1990-06,0.32749700116424,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1990,7,1990-07,0.300091296232743,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1990,8,1990-08,0.382579990518619,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1990,9,1990-09,0,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1990,10,1990-10,0.161574772710368,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1990,11,1990-11,0.195384318915573,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1990,12,1990-12,0.625052047337538,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1991,1,1991-01,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1991,2,1991-02,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1991,3,1991-03,0.814897688334067,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1991,4,1991-04,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1991,5,1991-05,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1991,6,1991-06,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1991,7,1991-07,0.572131589123156,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1991,8,1991-08,0.404841317775179,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1991,9,1991-09,0.25332785751264,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1991,10,1991-10,0.38034219634074,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1991,11,1991-11,0.66895183077509,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1991,12,1991-12,0.197852395295295,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1992,1,1992-01,0.123669175389434,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1992,2,1992-02,0,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1992,3,1992-03,0,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1992,4,1992-04,0,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1992,5,1992-05,0.0143632242306064,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1992,6,1992-06,0.259238405800145,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1992,7,1992-07,0.0307422844208492,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1992,8,1992-08,0.374073079122657,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1992,9,1992-09,0.566698255746919,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1992,10,1992-10,0.203630889468201,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1992,11,1992-11,0.188749785591796,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1992,12,1992-12,0.489939698624035,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1993,1,1993-01,0.846421895426785,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1993,2,1993-02,0.655663503801292,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1993,3,1993-03,0.313290247502263,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1993,4,1993-04,0.402214540371812,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1993,5,1993-05,0.152499230772462,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1993,6,1993-06,0,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1993,7,1993-07,0.0868541189949952,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1993,8,1993-08,0.10511223338018,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1993,9,1993-09,0.565742139111024,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1993,10,1993-10,0.393020719961749,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1993,11,1993-11,0.521697415896773,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1993,12,1993-12,0.65357860418159,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1994,1,1994-01,0.313167540298242,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1994,2,1994-02,0.364735982885822,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1994,3,1994-03,0.224661312095563,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1994,4,1994-04,0.372703278284507,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1994,5,1994-05,0.129786913810341,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1994,6,1994-06,0.101854984926392,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1994,7,1994-07,0.464069985445985,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1994,8,1994-08,0,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1994,9,1994-09,0.0074207721039277,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1994,10,1994-10,0.162771709050844,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1994,11,1994-11,0.658643500938451,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1994,12,1994-12,1,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1995,1,1995-01,0.437725736612426,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1995,2,1995-02,0.0647728345076218,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1995,3,1995-03,0,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1995,4,1995-04,0.284774241709651,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1995,5,1995-05,0.261546286565067,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1995,6,1995-06,0.629513433266751,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1995,7,1995-07,0.0154036679858134,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1995,8,1995-08,0.28248164726741,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1995,9,1995-09,0,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1995,10,1995-10,0,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1995,11,1995-11,0.388014999699896,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1995,12,1995-12,0.0507868213743233,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1996,1,1996-01,0.0365612426381435,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1996,2,1996-02,0.313000745618926,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1996,3,1996-03,0.05092446686875,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1996,4,1996-04,0.225070469337865,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1996,5,1996-05,0.378698151150942,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1996,6,1996-06,0.331187354190566,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1996,7,1996-07,0.454343294598498,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1996,8,1996-08,0.611308113938078,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1996,9,1996-09,0.136388104626055,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1996,10,1996-10,0.133633582442021,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1996,11,1996-11,0.538199106232796,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1996,12,1996-12,0.6854869152736,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1997,1,1997-01,0.363991175188642,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1997,2,1997-02,0.47499748078828,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
1997,3,1997-03,0.549708286291112,NA,NA,NA,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,NA,NA,0,1
