year,index,metric,order,timeseries
2009,0.002,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2010,0.004,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2011,0.026,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2012,0,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2013,0.005,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2014,0.021,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2015,0.62,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2016,0.218,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2017,0.05,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2018,0.651,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2019,0.957,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2020,0.692,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2021,0.581,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2022,0.901,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2023,0.734,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2024,0.206,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
2025,0.493,% RHAU diet,1,Northern anchovy (Ce CC SEFI Rhinoceros auklet)
1987,0.832,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
1988,0.672,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
1989,0,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
1990,0.133,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
1991,0.532,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
1992,0.094,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
1993,0.256,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
1994,0.23,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
1995,0.138,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
1996,0.279,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
1997,0.092,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
1998,0.034,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
1999,0.323,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2000,0,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2001,0.392,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2002,0.509,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2003,0.03,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2004,0.153,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2005,0,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2006,0,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2007,0,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2008,0.29,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2009,0.061,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2010,0.416,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2011,0.323,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2012,0.243,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2013,0.656,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2014,0.812,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2015,0.286,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2016,0.635,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2017,0.445,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2018,0.053,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2019,0.017,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2020,0.225,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2021,0.151,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2022,0.053,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2023,0.177,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2024,0.481,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
2025,0.375,% RHAU diet,2,Rockfish juveniles (Ce CC SEFI Rhinoceros auklet)
